HOEP,toronto_temp,toronto_humidity,mississauga_temp,mississauga_humidity,brampton_temp,burlington_temp,burlington_humidity,thunderbay_temp,thunderbay_humidity,kingston_temp,kingston_humidity,london_temp,london_humidity,hamilton_temp,hamilton_humidity,Hour,Month,Day,DayOfWeek,IsWeekend,IsHoliday,BusinessHour
0.0,13.6,58.0,13.6,58.0,13.6,16.5,64.0,10.3,96.0,9.6,84.0,13.2,69.0,12.1,76.0,7,6,22,4,0,0,0
32.05,6.4,59.0,6.4,59.0,6.4,6.7,58.0,-2.1,62.0,11.6,92.0,4.0,69.0,4.4,67.0,17,12,11,5,1,0,0
38.71,-8.6,60.0,-8.6,60.0,-8.6,-7.2,60.0,-17.7,55.0,-5.8,39.0,-9.6,66.0,-8.5,72.0,14,1,23,6,1,0,0
-2.08,17.9,84.0,17.9,84.0,17.9,17.4,82.0,-4.9,91.0,13.6,93.0,16.0,98.0,15.8,95.0,5,11,11,2,0,0,0
40.81,22.4,93.0,22.4,93.0,22.4,22.9,92.0,18.3,100.0,23.2,93.0,19.9,100.0,21.4,98.0,4,8,9,0,0,0,0
2.82,8.6,50.0,8.6,50.0,8.6,9.2,52.0,3.3,75.0,9.9,60.0,7.6,50.0,8.5,54.0,13,11,1,0,0,0,1
13.33,5.7,83.0,5.7,83.0,5.7,3.7,98.0,4.4,58.0,7.5,66.0,6.4,78.0,3.1,99.0,19,3,31,1,0,0,0
0.0,6.0,78.0,6.0,78.0,6.0,9.4,78.0,10.0,68.0,6.1,99.0,7.2,85.0,4.8,96.0,4,5,15,2,0,0,0
19.85,16.6,85.0,16.6,85.0,16.6,17.7,85.0,6.8,100.0,15.2,87.0,11.2,98.0,13.7,99.0,8,8,16,2,0,0,1
-3.0,1.4,76.0,1.4,76.0,1.4,3.7,71.0,-4.0,97.0,1.1,77.0,2.3,83.0,1.8,83.0,2,3,7,0,0,0,0
14.38,-1.4,70.0,-1.4,70.0,-1.4,0.6,69.0,-6.1,66.0,-1.2,70.0,-3.4,83.0,-1.9,77.0,4,11,14,3,0,0,0
35.83,3.5,68.0,3.5,68.0,3.5,5.7,62.0,0.3,91.0,3.0,85.0,2.8,77.0,3.7,72.0,17,12,5,0,0,0,1
29.28,-3.4,70.0,-3.4,70.0,-3.4,-1.1,70.0,-5.6,70.0,-5.1,76.0,-2.4,73.0,-5.0,81.0,22,12,19,1,0,0,0
29.67,6.2,89.0,6.2,89.0,6.2,3.6,95.0,-9.2,95.0,4.3,94.0,5.0,99.0,3.0,99.0,9,3,19,5,1,0,0
0.03,16.8,75.0,16.8,75.0,16.8,18.8,69.0,10.1,95.0,18.3,71.0,15.8,89.0,16.6,81.0,1,7,16,5,1,0,0
33.17,7.9,66.0,7.9,66.0,7.9,3.6,81.0,5.7,59.0,4.0,94.0,5.7,77.0,5.7,76.0,16,3,28,2,0,0,1
26.7,1.2,67.0,1.2,67.0,1.2,1.2,83.0,-3.5,72.0,-0.1,75.0,1.1,91.0,-0.2,91.0,8,3,31,4,0,0,1
0.0,16.1,81.0,16.1,81.0,16.1,17.0,69.0,20.6,41.0,11.8,96.0,15.1,83.0,16.4,77.0,13,6,6,1,0,0,1
27.83,16.8,64.0,16.8,64.0,16.8,17.2,71.0,12.4,87.0,13.1,82.0,14.5,94.0,13.7,97.0,6,9,26,1,0,0,0
0.0,0.1,94.0,0.1,94.0,0.1,0.5,82.0,1.3,96.0,-7.6,65.0,-1.1,91.0,-1.9,92.0,7,12,26,0,0,1,0
13.56,2.0,76.0,2.0,76.0,2.0,2.7,70.0,-4.1,76.0,2.2,79.0,0.8,75.0,1.1,79.0,4,3,11,0,0,0,0
38.14,31.6,41.0,31.6,41.0,31.6,30.9,50.0,17.3,61.0,28.2,71.0,30.1,59.0,30.1,58.0,16,7,6,1,0,0,1
4.33,-4.1,77.0,-4.1,77.0,-4.1,-1.8,68.0,-11.1,78.0,-6.3,80.0,-3.5,84.0,-2.8,78.0,16,1,12,6,1,0,0
26.25,-10.8,70.0,-10.8,70.0,-10.8,-9.0,74.0,-28.5,76.0,-7.5,64.0,-11.6,82.0,-13.8,91.0,0,2,10,2,0,0,0
8.03,-5.1,56.0,-5.1,56.0,-5.1,-5.1,61.0,-18.5,64.0,-6.9,64.0,-5.9,75.0,-5.9,68.0,12,1,10,3,0,0,1
12.12,2.0,66.0,2.0,66.0,2.0,2.7,72.0,-9.2,90.0,0.4,72.0,2.2,74.0,1.2,77.0,11,11,20,0,0,0,1
27.76,25.1,60.0,25.1,60.0,25.1,21.3,85.0,26.5,64.0,23.7,69.0,26.5,65.0,27.2,57.0,17,8,30,6,1,0,0
0.0,9.8,83.0,9.8,83.0,9.8,12.5,83.0,4.1,96.0,7.9,87.0,9.7,93.0,10.8,91.0,9,9,29,6,1,0,0
13.85,19.1,88.0,19.1,88.0,19.1,18.9,89.0,12.0,95.0,19.0,96.0,16.9,95.0,17.4,93.0,6,7,12,0,0,0,0
27.97,19.2,71.0,19.2,71.0,19.2,19.1,95.0,16.4,89.0,15.4,100.0,17.4,93.0,15.9,100.0,23,9,12,3,0,0,0
8.07,0.3,62.0,0.3,62.0,0.3,1.6,74.0,-3.8,88.0,-1.6,72.0,-0.4,80.0,-1.5,89.0,8,4,8,5,1,0,0
24.15,19.6,64.0,19.6,64.0,19.6,15.8,85.0,20.3,72.0,22.0,62.0,17.5,89.0,17.4,90.0,11,7,19,5,1,0,0
15.48,16.8,76.0,16.8,76.0,16.8,17.8,74.0,11.2,86.0,18.5,78.0,15.1,87.0,16.5,85.0,9,7,10,5,1,0,0
14.37,18.3,65.0,18.3,65.0,18.3,18.3,62.0,20.3,59.0,19.8,60.0,16.4,80.0,17.4,72.0,14,8,27,3,0,0,1
1.24,18.7,71.0,18.7,71.0,18.7,22.3,55.0,2.1,98.0,19.0,80.0,18.5,83.0,18.8,66.0,1,9,28,5,1,0,0
22.35,15.4,80.0,15.4,80.0,15.4,16.6,77.0,12.4,98.0,7.3,94.0,15.4,90.0,13.7,86.0,3,9,21,3,0,0,0
8.05,21.8,67.0,21.8,67.0,21.8,22.9,63.0,17.1,89.0,22.9,64.0,19.4,82.0,21.0,73.0,2,7,26,1,0,0,0
37.64,25.0,54.0,25.0,54.0,25.0,24.9,58.0,16.5,70.0,23.0,73.0,22.3,67.0,23.4,66.0,15,10,5,3,0,0,1
0.0,-2.8,76.0,-2.8,76.0,-2.8,0.2,70.0,-1.6,97.0,-8.6,57.0,-3.8,85.0,-3.2,83.0,0,12,26,0,0,1,0
20.74,25.2,82.0,25.2,82.0,25.2,26.4,81.0,15.0,89.0,24.4,84.0,24.8,88.0,25.0,87.0,8,7,27,0,0,0,1
40.96,18.2,100.0,18.2,100.0,18.2,19.1,90.0,19.1,64.0,19.4,73.0,18.4,90.0,17.8,100.0,21,9,28,5,1,0,0
-4.6,18.5,66.0,18.5,66.0,18.5,18.2,72.0,10.5,77.0,14.8,96.0,13.9,89.0,15.4,81.0,4,6,10,5,1,0,0
22.32,20.9,70.0,20.9,70.0,20.9,20.7,72.0,19.4,76.0,18.7,90.0,15.9,97.0,17.7,86.0,0,7,18,6,1,0,0
-3.0,7.3,67.0,7.3,67.0,7.3,12.2,58.0,4.1,85.0,11.3,53.0,9.1,61.0,7.1,74.0,2,10,20,4,0,0,0
0.09,18.0,66.0,18.0,66.0,18.0,17.1,93.0,13.6,100.0,17.5,84.0,18.9,60.0,17.5,71.0,3,5,21,4,0,0,0
2.7,-3.1,72.0,-3.1,72.0,-3.1,-1.5,74.0,-26.3,82.0,-5.7,64.0,-3.2,74.0,-3.5,83.0,6,1,29,0,0,0,0
23.71,2.9,90.0,2.9,90.0,2.9,5.0,75.0,-7.0,85.0,2.8,71.0,2.6,85.0,2.2,95.0,8,11,24,6,1,0,0
0.97,-6.6,51.0,-6.6,51.0,-6.6,-4.5,48.0,-18.5,74.0,-7.0,43.0,-6.2,63.0,-6.3,63.0,23,2,29,0,0,0,0
-4.88,13.4,36.0,13.4,36.0,13.4,9.7,71.0,8.6,47.0,12.2,41.0,11.0,66.0,9.1,81.0,2,5,21,6,1,0,0
23.59,5.1,60.0,5.1,60.0,5.1,6.2,57.0,-4.8,67.0,6.7,57.0,4.4,63.0,4.6,65.0,17,2,10,5,1,0,0
30.02,4.0,57.0,4.0,57.0,4.0,4.1,65.0,3.1,65.0,1.6,53.0,3.5,70.0,2.7,74.0,10,11,18,5,1,0,0
79.52,27.1,68.0,27.1,68.0,27.1,25.6,58.0,17.6,97.0,24.9,73.0,21.4,82.0,21.7,72.0,23,7,23,5,1,0,0
0.0,6.1,42.0,6.1,42.0,6.1,5.6,41.0,-1.8,46.0,5.3,57.0,4.5,38.0,4.3,49.0,16,4,14,1,0,0,1
24.14,7.6,100.0,7.6,100.0,7.6,10.5,91.0,0.3,89.0,5.6,99.0,9.2,98.0,10.4,100.0,23,12,16,0,0,0,0
10.23,14.9,63.0,14.9,63.0,14.9,18.5,53.0,13.3,62.0,12.6,67.0,16.0,58.0,14.1,73.0,23,6,4,0,0,0,0
37.62,19.3,80.0,19.3,80.0,19.3,20.8,70.0,17.9,63.0,14.6,89.0,19.4,84.0,17.7,84.0,23,7,31,5,1,0,0
22.28,15.0,83.0,15.0,83.0,15.0,16.3,87.0,11.2,90.0,13.0,97.0,12.9,80.0,13.9,97.0,7,6,19,0,0,0,0
12.37,14.9,74.0,14.9,74.0,14.9,16.7,72.0,18.1,80.0,16.5,85.0,12.8,83.0,11.6,100.0,3,8,23,4,0,0,0
11.47,-1.4,64.0,-1.4,64.0,-1.4,-0.8,66.0,-2.6,90.0,-0.6,72.0,-1.4,63.0,-1.3,67.0,10,12,20,6,1,0,0
13.69,1.4,97.0,1.4,97.0,1.4,2.0,96.0,-26.5,64.0,3.2,99.0,1.3,100.0,1.8,98.0,11,1,4,6,1,0,0
111.28,-12.4,68.0,-12.4,68.0,-12.4,-12.3,63.0,-16.3,65.0,-7.8,69.0,-11.9,73.0,-12.1,66.0,12,2,8,5,1,0,0
22.76,2.3,90.0,2.3,90.0,2.3,6.3,83.0,5.7,92.0,5.4,83.0,-0.4,98.0,-0.1,96.0,8,10,27,0,0,0,1
5.63,22.0,62.0,22.0,62.0,22.0,21.7,74.0,16.5,98.0,21.6,92.0,17.0,91.0,17.3,90.0,2,8,1,0,0,0,0
-2.25,6.0,60.0,6.0,60.0,6.0,6.1,58.0,1.7,58.0,3.1,74.0,5.5,73.0,5.8,61.0,10,5,8,0,0,0,1
-0.09,11.5,62.0,11.5,62.0,11.5,10.6,67.0,9.7,79.0,10.7,57.0,11.0,68.0,11.1,65.0,13,10,5,5,1,0,0
15.75,18.8,60.0,18.8,60.0,18.8,19.4,66.0,14.9,98.0,14.8,99.0,15.6,82.0,15.8,86.0,2,8,2,4,0,0,0
22.27,4.0,88.0,4.0,88.0,4.0,5.7,77.0,-2.8,93.0,3.9,87.0,2.7,98.0,4.3,82.0,7,4,27,0,0,0,0
12.34,9.6,77.0,9.6,77.0,9.6,10.1,75.0,0.9,46.0,7.4,98.0,7.9,70.0,8.3,86.0,16,3,28,6,1,0,0
45.92,5.5,56.0,5.5,56.0,5.5,6.4,57.0,0.1,68.0,6.0,59.0,4.2,69.0,4.0,66.0,17,11,20,5,1,0,0
-4.11,13.7,78.0,13.7,78.0,13.7,16.4,82.0,8.2,99.0,9.9,93.0,9.8,92.0,11.0,95.0,6,9,4,6,1,0,0
36.46,10.1,83.0,10.1,83.0,10.1,13.6,72.0,4.0,92.0,6.6,100.0,6.7,95.0,8.4,100.0,7,10,3,3,0,0,0
45.68,22.6,41.0,22.6,41.0,22.6,22.1,64.0,22.1,69.0,22.7,58.0,22.5,60.0,21.4,56.0,21,8,7,4,0,0,0
5.54,12.2,30.0,12.2,30.0,12.2,11.1,55.0,9.4,77.0,9.7,68.0,13.7,60.0,10.6,43.0,2,5,22,4,0,0,0
10.05,25.5,40.0,25.5,40.0,25.5,12.4,83.0,25.5,46.0,25.8,38.0,24.8,57.0,23.0,48.0,18,6,9,6,1,0,0
14.38,18.0,66.0,18.0,66.0,18.0,14.2,90.0,8.6,97.0,18.7,72.0,21.7,74.0,19.8,80.0,12,6,3,6,1,0,0
10.14,6.8,46.0,6.8,46.0,6.8,6.0,40.0,2.6,69.0,5.9,41.0,4.0,51.0,5.5,51.0,12,11,14,5,1,0,0
18.1,19.5,49.0,19.5,49.0,19.5,14.5,80.0,13.2,85.0,21.7,52.0,26.1,44.0,16.8,65.0,19,6,1,2,0,0,0
50.21,12.4,51.0,12.4,51.0,12.4,13.6,48.0,5.0,91.0,9.2,73.0,11.8,73.0,12.2,56.0,8,12,16,3,0,0,1
21.86,-10.7,73.0,-10.7,73.0,-10.7,-8.0,67.0,-10.0,62.0,-11.6,51.0,-9.3,66.0,-10.4,74.0,23,2,20,3,0,0,0
29.87,-1.8,69.0,-1.8,69.0,-1.8,-1.2,71.0,2.7,93.0,-2.5,93.0,-0.8,67.0,-2.5,81.0,8,3,13,2,0,0,1
32.69,24.7,75.0,24.7,75.0,24.7,24.3,71.0,27.4,44.0,24.2,86.0,20.1,82.0,23.0,82.0,16,8,7,0,0,0,1
14.56,-1.4,94.0,-1.4,94.0,-1.4,-0.3,94.0,-10.2,61.0,-2.0,83.0,-1.5,91.0,0.0,95.0,17,1,29,3,0,0,1
34.09,3.3,87.0,3.3,87.0,3.3,2.2,98.0,1.5,73.0,1.0,95.0,1.1,94.0,3.2,100.0,13,1,27,5,1,0,0
35.83,19.0,61.0,19.0,61.0,19.0,21.1,47.0,19.4,49.0,18.8,56.0,14.8,67.0,17.6,63.0,22,8,14,5,1,0,0
16.87,13.3,50.0,13.3,50.0,13.3,15.0,32.0,0.5,61.0,5.3,85.0,12.6,49.0,11.9,36.0,22,4,23,6,1,0,0
30.84,2.1,69.0,2.1,69.0,2.1,2.8,73.0,-2.9,72.0,3.0,79.0,1.3,84.0,0.8,81.0,18,12,5,4,0,0,0
14.39,7.8,51.0,7.8,51.0,7.8,10.3,54.0,8.6,96.0,6.2,78.0,6.3,71.0,9.1,63.0,10,9,19,5,1,0,0
31.52,0.1,80.0,0.1,80.0,0.1,0.1,78.0,-13.1,80.0,0.6,79.0,-1.2,83.0,-0.5,84.0,10,2,2,4,0,0,1
30.49,9.7,45.0,9.7,45.0,9.7,9.6,42.0,-4.7,79.0,1.5,76.0,7.3,57.0,6.9,51.0,18,3,14,4,0,0,0
51.59,14.6,100.0,14.6,100.0,14.6,14.7,97.0,16.3,77.0,12.6,88.0,16.8,97.0,15.1,99.0,13,10,4,0,0,0,1
0.0,14.1,79.0,14.1,79.0,14.1,15.1,76.0,0.3,100.0,9.9,97.0,12.6,95.0,15.0,80.0,3,10,13,1,0,0,0
81.56,17.7,86.0,17.7,86.0,17.7,18.8,79.0,16.7,99.0,18.1,84.0,13.5,100.0,13.2,100.0,8,8,19,4,0,0,1
9.41,4.2,63.0,4.2,63.0,4.2,4.9,57.0,-7.0,86.0,3.8,64.0,3.0,79.0,3.7,63.0,9,11,21,5,1,0,0
23.49,1.5,90.0,1.5,90.0,1.5,2.9,90.0,-1.7,88.0,2.7,52.0,0.2,96.0,1.0,99.0,0,11,13,0,0,0,0
35.1,19.3,66.0,19.3,66.0,19.3,18.5,81.0,14.4,90.0,18.1,82.0,17.5,82.0,18.0,80.0,10,8,11,4,0,0,1
19.06,1.3,73.0,1.3,73.0,1.3,2.9,65.0,0.5,86.0,1.6,78.0,1.3,77.0,1.1,77.0,16,1,12,6,1,0,0
38.02,22.6,44.0,22.6,44.0,22.6,22.7,46.0,14.0,71.0,24.0,61.0,22.0,50.0,21.0,57.0,15,8,24,0,0,0,1
21.63,11.6,94.0,11.6,94.0,11.6,13.4,91.0,9.9,83.0,9.7,100.0,12.5,95.0,15.8,93.0,21,10,2,1,0,0,0
20.75,20.9,92.0,20.9,92.0,20.9,20.1,91.0,17.3,96.0,22.2,100.0,21.7,90.0,20.9,98.0,10,8,18,6,1,0,0
0.48,-10.1,56.0,-10.1,56.0,-10.1,-9.1,53.0,-22.5,78.0,-10.7,66.0,-10.3,81.0,-10.8,54.0,11,1,8,6,1,0,0
2.11,6.0,38.0,6.0,38.0,6.0,6.1,33.0,-0.4,45.0,3.9,78.0,5.7,31.0,5.2,43.0,15,4,3,2,0,0,1
25.33,7.3,94.0,7.3,94.0,7.3,5.5,96.0,0.5,100.0,2.8,100.0,5.7,96.0,9.6,98.0,6,5,2,3,0,0,0
0.0,-4.8,72.0,-4.8,72.0,-4.8,-1.5,69.0,-1.3,79.0,-8.7,72.0,-3.0,76.0,-3.2,77.0,4,2,27,5,1,0,0
40.08,5.3,75.0,5.3,75.0,5.3,7.8,66.0,4.0,72.0,2.7,81.0,2.5,87.0,4.6,76.0,23,10,16,2,0,0,0
-0.01,14.9,78.0,14.9,78.0,14.9,17.3,69.0,11.5,96.0,10.5,83.0,13.5,80.0,12.2,88.0,2,9,13,4,0,0,0
33.14,19.0,64.0,19.0,64.0,19.0,18.6,75.0,15.5,70.0,20.4,70.0,17.0,85.0,19.0,74.0,10,7,8,5,1,0,0
0.0,14.8,31.0,14.8,31.0,14.8,11.1,55.0,9.8,77.0,8.2,73.0,11.1,54.0,8.3,64.0,2,5,10,1,0,0,0
71.52,20.5,100.0,20.5,100.0,20.5,23.1,68.0,11.0,99.0,21.7,81.0,17.4,95.0,18.9,88.0,9,9,10,5,1,0,0
33.76,-18.0,60.0,-18.0,60.0,-18.0,-17.0,63.0,-27.6,60.0,-13.7,77.0,-20.7,66.0,-19.8,66.0,10,1,30,2,0,0,1
1.61,3.1,100.0,3.1,100.0,3.1,3.5,95.0,1.1,89.0,2.5,94.0,3.4,99.0,2.2,99.0,2,3,24,3,0,0,0
7.28,12.6,41.0,12.6,41.0,12.6,4.3,90.0,6.9,54.0,8.0,57.0,15.1,41.0,16.4,33.0,14,3,10,2,0,0,1
23.86,12.2,49.0,12.2,49.0,12.2,12.2,51.0,17.0,35.0,11.7,48.0,10.0,72.0,11.1,59.0,18,10,14,2,0,0,0
8.17,-5.1,56.0,-5.1,56.0,-5.1,-2.2,53.0,-22.1,56.0,-5.2,63.0,-4.0,74.0,-3.3,60.0,7,3,10,4,0,0,0
13.99,5.0,69.0,5.0,69.0,5.0,3.7,88.0,6.7,56.0,0.9,93.0,8.2,73.0,2.8,77.0,21,3,27,4,0,0,0
12.67,-0.4,52.0,-0.4,52.0,-0.4,1.5,70.0,-9.7,76.0,2.6,65.0,-1.0,56.0,-2.7,82.0,0,12,5,0,0,0,0
1.27,8.4,84.0,8.4,84.0,8.4,9.0,79.0,2.5,96.0,9.3,91.0,5.8,93.0,6.0,91.0,9,10,18,4,0,0,1
4.79,3.2,59.0,3.2,59.0,3.2,4.0,67.0,-1.9,100.0,-0.7,96.0,2.1,83.0,0.7,84.0,5,4,2,6,1,0,0
0.0,9.9,63.0,9.9,63.0,9.9,11.2,68.0,8.2,56.0,12.4,55.0,8.3,76.0,9.1,89.0,13,10,8,6,1,0,0
26.71,19.0,34.0,19.0,34.0,19.0,17.8,35.0,20.9,93.0,21.1,34.0,23.7,22.0,19.4,36.0,19,6,4,6,1,0,0
0.0,11.9,78.0,11.9,78.0,11.9,15.1,69.0,14.9,54.0,6.5,100.0,9.8,91.0,8.8,98.0,23,10,8,1,0,0,0
14.36,-1.6,63.0,-1.6,63.0,-1.6,-0.4,60.0,-18.2,71.0,0.1,62.0,-3.0,80.0,-1.7,68.0,10,2,8,2,0,0,1
35.22,0.2,72.0,0.2,72.0,0.2,1.3,69.0,-1.7,82.0,-1.4,77.0,1.9,80.0,0.1,74.0,14,12,30,5,1,0,0
-0.12,10.9,53.0,10.9,53.0,10.9,10.1,64.0,1.9,70.0,9.6,62.0,7.8,65.0,10.6,58.0,1,5,4,0,0,0,0
0.0,13.9,58.0,13.9,58.0,13.9,14.4,56.0,14.0,98.0,8.6,85.0,8.5,80.0,11.2,63.0,0,10,6,6,1,0,0
-1.25,4.6,94.0,4.6,94.0,4.6,3.9,95.0,1.6,92.0,3.0,59.0,4.4,98.0,3.0,98.0,6,3,14,0,0,0,0
8.28,0.3,90.0,0.3,90.0,0.3,1.3,94.0,-1.3,82.0,-0.6,90.0,0.6,93.0,0.2,97.0,12,2,24,2,0,0,1
11.57,14.6,55.0,14.6,55.0,14.6,14.5,67.0,13.9,61.0,14.0,64.0,14.5,60.0,14.0,79.0,12,10,8,1,0,0,1
29.55,-5.3,53.0,-5.3,53.0,-5.3,-4.6,66.0,-19.6,55.0,-3.8,45.0,-7.1,78.0,-6.6,79.0,14,12,11,2,0,0,1
16.87,-1.3,87.0,-1.3,87.0,-1.3,1.1,92.0,-14.2,90.0,-2.1,80.0,-1.2,98.0,-0.6,97.0,23,1,17,6,1,0,0
12.97,11.9,26.0,11.9,26.0,11.9,9.7,43.0,8.4,66.0,12.2,29.0,13.7,51.0,7.9,53.0,22,4,16,5,1,0,0
27.53,1.0,76.0,1.0,76.0,1.0,2.2,70.0,1.8,68.0,0.8,80.0,-0.3,84.0,0.3,85.0,2,4,18,2,0,0,0
18.44,-0.5,41.0,-0.5,41.0,-0.5,-0.7,43.0,5.8,22.0,-0.6,41.0,-4.2,70.0,-2.1,55.0,18,3,16,4,0,0,0
5.93,-0.1,65.0,-0.1,65.0,-0.1,-0.1,62.0,-15.6,68.0,-4.3,88.0,-2.6,60.0,-1.8,66.0,13,1,19,1,0,0,1
30.24,-3.7,57.0,-3.7,57.0,-3.7,-1.5,53.0,-10.0,84.0,-6.1,62.0,-4.7,75.0,-4.8,67.0,6,3,26,1,0,0,0
0.0,17.3,50.0,17.3,50.0,17.3,17.1,52.0,7.1,73.0,15.7,66.0,15.2,57.0,16.4,53.0,15,11,6,6,1,0,0
35.1,3.0,87.0,3.0,87.0,3.0,2.8,90.0,-4.4,100.0,-0.6,94.0,1.4,99.0,1.8,98.0,11,1,18,2,0,0,1
32.02,-4.6,72.0,-4.6,72.0,-4.6,-5.1,76.0,-16.5,76.0,-2.5,92.0,-10.6,83.0,-7.9,78.0,11,1,18,5,1,0,0
169.71,12.8,62.0,12.8,62.0,12.8,12.3,71.0,8.6,71.0,13.1,57.0,11.0,69.0,10.7,88.0,18,10,14,5,1,0,0
34.74,6.8,45.0,6.8,45.0,6.8,3.2,74.0,1.8,80.0,5.2,65.0,3.9,71.0,6.9,52.0,16,3,30,5,1,0,0
0.96,2.0,85.0,2.0,85.0,2.0,3.9,69.0,7.0,38.0,4.1,96.0,3.3,72.0,2.7,80.0,13,4,15,0,0,0,1
1.96,6.4,73.0,6.4,73.0,6.4,7.4,72.0,-1.8,73.0,2.8,87.0,4.6,88.0,3.8,90.0,3,10,31,4,0,0,0
23.1,9.6,89.0,9.6,89.0,9.6,7.6,99.0,6.1,95.0,9.7,56.0,14.0,97.0,8.1,99.0,19,5,3,0,0,0,0
33.53,2.6,94.0,2.6,94.0,2.6,2.9,95.0,0.2,90.0,1.2,95.0,2.4,92.0,2.8,100.0,19,1,26,4,0,0,0
0.0,15.2,59.0,15.2,59.0,15.2,16.3,63.0,18.0,62.0,15.5,46.0,14.6,56.0,14.3,62.0,18,9,9,6,1,0,0
27.8,3.3,87.0,3.3,87.0,3.3,4.4,83.0,0.8,95.0,5.0,59.0,2.9,98.0,3.0,95.0,6,4,30,1,0,0,0
0.0,4.1,95.0,4.1,95.0,4.1,5.8,80.0,3.2,90.0,4.2,100.0,4.5,81.0,4.1,100.0,6,11,22,4,0,0,0
38.16,-2.3,94.0,-2.3,94.0,-2.3,0.4,89.0,-1.5,97.0,-7.8,84.0,-1.7,89.0,-1.4,100.0,20,1,6,5,1,0,0
17.06,3.2,78.0,3.2,78.0,3.2,4.4,74.0,-9.1,58.0,4.5,75.0,2.9,63.0,3.5,66.0,11,3,17,6,1,0,0
0.0,10.0,62.0,10.0,62.0,10.0,11.5,58.0,1.2,74.0,14.7,64.0,8.1,79.0,8.2,74.0,3,5,27,3,0,0,0
36.15,-3.8,78.0,-3.8,78.0,-3.8,-3.1,80.0,-6.2,74.0,-1.9,83.0,-5.1,80.0,-5.9,85.0,8,12,1,6,1,0,0
28.98,21.8,47.0,21.8,47.0,21.8,17.0,91.0,15.6,87.0,20.9,59.0,21.3,60.0,19.7,70.0,21,8,7,4,0,0,0
39.75,-1.1,100.0,-1.1,100.0,-1.1,0.9,97.0,-9.9,87.0,-2.7,79.0,-0.4,92.0,-0.1,95.0,11,12,18,5,1,0,0
4.03,7.0,86.0,7.0,86.0,7.0,7.2,91.0,0.4,91.0,6.6,94.0,7.4,94.0,6.2,99.0,2,5,2,0,0,0,0
-2.0,3.0,89.0,3.0,89.0,3.0,3.3,88.0,-3.2,70.0,1.5,97.0,3.9,91.0,0.6,95.0,2,12,27,5,1,0,0
-2.76,16.5,79.0,16.5,79.0,16.5,17.8,76.0,11.6,97.0,14.5,98.0,15.5,89.0,15.8,88.0,3,7,25,1,0,0,0
30.41,24.9,71.0,24.9,71.0,24.9,21.0,89.0,19.9,88.0,24.6,78.0,25.3,79.0,25.5,73.0,12,9,5,5,1,0,0
12.64,-5.9,60.0,-5.9,60.0,-5.9,-4.1,56.0,-9.3,55.0,-8.1,64.0,-6.2,80.0,-6.6,62.0,8,3,18,2,0,0,1
26.31,-0.8,62.0,-0.8,62.0,-0.8,1.0,62.0,-15.1,47.0,0.2,57.0,-1.9,75.0,-1.4,71.0,17,1,28,5,1,0,0
2.5,3.3,86.0,3.3,86.0,3.3,2.5,80.0,2.8,68.0,4.4,72.0,6.8,77.0,3.5,84.0,10,11,30,3,0,0,1
24.75,11.4,100.0,11.4,100.0,11.4,13.0,85.0,5.2,74.0,11.2,95.0,10.6,95.0,11.0,97.0,6,9,27,1,0,0,0
75.7,-2.3,59.0,-2.3,59.0,-2.3,-0.1,51.0,-12.2,75.0,-4.8,73.0,-2.0,58.0,-2.3,57.0,17,12,19,3,0,0,1
30.52,-22.5,70.0,-22.5,70.0,-22.5,-19.7,75.0,-20.5,77.0,-25.0,70.0,-16.8,81.0,-23.7,77.0,6,2,13,4,0,0,0
24.64,11.5,71.0,11.5,71.0,11.5,13.8,70.0,7.9,98.0,8.3,86.0,7.1,90.0,6.6,100.0,6,9,3,1,0,0,0
18.68,28.5,41.0,28.5,41.0,28.5,26.8,42.0,16.3,77.0,16.6,83.0,26.1,55.0,27.2,45.0,13,6,4,3,0,0,1
34.14,1.7,76.0,1.7,76.0,1.7,3.1,76.0,-0.5,92.0,-0.4,64.0,2.3,92.0,2.1,85.0,15,12,4,6,1,0,0
36.45,-11.4,75.0,-11.4,75.0,-11.4,-10.9,79.0,-9.3,93.0,-19.2,61.0,-9.4,85.0,-12.9,90.0,10,1,22,1,0,0,1
-1.11,16.9,55.0,16.9,55.0,16.9,16.2,56.0,18.1,95.0,17.6,77.0,16.2,56.0,16.4,57.0,10,7,3,4,0,0,1
26.36,2.8,42.0,2.8,42.0,2.8,4.1,41.0,11.8,20.0,1.8,37.0,2.7,44.0,2.2,44.0,20,3,23,5,1,0,0
16.87,-1.5,79.0,-1.5,79.0,-1.5,0.3,79.0,-6.7,92.0,-1.5,94.0,-3.1,86.0,-3.1,90.0,8,2,12,6,1,0,0
14.38,-0.9,45.0,-0.9,45.0,-0.9,0.4,43.0,-2.2,46.0,-2.4,52.0,-3.1,90.0,-1.6,50.0,16,11,12,1,0,0,1
14.35,-6.3,50.0,-6.3,50.0,-6.3,-5.4,48.0,-10.6,43.0,-7.7,50.0,-6.5,74.0,-6.4,54.0,12,3,2,2,0,0,1
24.57,10.6,63.0,10.6,63.0,10.6,12.9,60.0,0.5,45.0,11.1,79.0,9.5,76.0,12.6,66.0,17,2,23,3,0,0,1
45.96,24.3,79.0,24.3,79.0,24.3,24.4,82.0,16.3,93.0,22.4,88.0,22.0,97.0,22.0,97.0,1,8,17,4,0,0,0
